,Node_1,Node_2
825,ENSG00000065320,NTN1
826,ENSG00000065328,MCM10
827,ENSG00000065357,DGKA
828,ENSG00000065361,ERBB3
829,ENSG00000065413,ANKRD44
830,ENSG00000065427,KARS
831,ENSG00000065457,ADAT1
832,ENSG00000065485,PDIA5
833,ENSG00000065491,TBC1D22B
834,ENSG00000065518,NDUFB4
835,ENSG00000065526,SPEN
836,ENSG00000065534,MYLK
837,ENSG00000065548,ZC3H15
838,ENSG00000065559,MAP2K4
839,ENSG00000065600,TMEM206
840,ENSG00000065613,SLK
841,ENSG00000065615,CYB5R4
842,ENSG00000065618,COL17A1
843,ENSG00000065621,GSTO2
844,ENSG00000065665,SEC61A2
845,ENSG00000065675,PRKCQ
846,ENSG00000065717,TLE2
847,ENSG00000065802,ASB1
848,ENSG00000065809,FAM107B
849,ENSG00000065833,ME1
850,ENSG00000065882,TBC1D1
851,ENSG00000065883,CDK13
852,ENSG00000065911,MTHFD2
853,ENSG00000065923,SLC9A7
854,ENSG00000065970,FOXJ2
855,ENSG00000065978,YBX1
856,ENSG00000065989,PDE4A
857,ENSG00000066027,PPP2R5A
858,ENSG00000066044,ELAVL1
859,ENSG00000066056,TIE1
860,ENSG00000066084,DIP2B
861,ENSG00000066117,SMARCD1
862,ENSG00000066135,KDM4A
863,ENSG00000066136,NFYC
864,ENSG00000066185,ZMYND12
865,ENSG00000066230,SLC9A3
866,ENSG00000066248,NGEF
867,ENSG00000066279,ASPM
868,ENSG00000066294,CD84
869,ENSG00000066322,ELOVL1
870,ENSG00000066336,SPI1
871,ENSG00000066379,ZNRD1
872,ENSG00000066382,MPPED2
873,ENSG00000066422,ZBTB11
874,ENSG00000066427,ATXN3
875,ENSG00000066455,GOLGA5
876,ENSG00000066468,FGFR2
877,ENSG00000066557,LRRC40
878,ENSG00000066583,ISOC1
879,ENSG00000066651,TRMT11
880,ENSG00000066654,THUMPD1
881,ENSG00000066697,MSANTD3
882,ENSG00000066735,KIF26A
883,ENSG00000066739,ATG2B
884,ENSG00000066777,ARFGEF1
885,ENSG00000066827,ZFAT
886,ENSG00000066855,MTFR1
887,ENSG00000066923,STAG3
888,ENSG00000066926,FECH
889,ENSG00000066933,MYO9A
890,ENSG00000067048,DDX3Y
891,ENSG00000067057,PFKP
892,ENSG00000067064,IDI1
893,ENSG00000067066,SP100
894,ENSG00000067082,KLF6
895,ENSG00000067113,PPAP2A
896,ENSG00000067141,NEO1
897,ENSG00000067167,TRAM1
898,ENSG00000067177,PHKA1
899,ENSG00000067182,TNFRSF1A
900,ENSG00000067191,CACNB1
901,ENSG00000067208,EVI5
902,ENSG00000067221,STOML1
903,ENSG00000067225,PKM
904,ENSG00000067248,DHX29
905,ENSG00000067334,DNTTIP2
906,ENSG00000067365,METTL22
907,ENSG00000067369,TP53BP1
908,ENSG00000067445,TRO
909,ENSG00000067533,RRP15
910,ENSG00000067560,RHOA
911,ENSG00000067596,DHX8
912,ENSG00000067601,PMS2P4
913,ENSG00000067606,PRKCZ
914,ENSG00000067646,ZFY
915,ENSG00000067704,IARS2
916,ENSG00000067715,SYT1
917,ENSG00000067798,NAV3
918,ENSG00000067829,IDH3G
919,ENSG00000067836,ROGDI
920,ENSG00000067840,PDZD4
921,ENSG00000067900,ROCK1
922,ENSG00000067955,CBFB
923,ENSG00000067992,PDK3
924,ENSG00000068001,HYAL2
925,ENSG00000068024,HDAC4
926,ENSG00000068028,RASSF1
927,ENSG00000068078,FGFR3
928,ENSG00000068079,IFI35
929,ENSG00000068097,HEATR6
930,ENSG00000068120,COASY
931,ENSG00000068137,PLEKHH3
932,ENSG00000068305,MEF2A
933,ENSG00000068308,OTUD5
934,ENSG00000068323,TFE3
935,ENSG00000068354,TBC1D25
936,ENSG00000068366,ACSL4
937,ENSG00000068383,INPP5A
938,ENSG00000068394,GPKOW
939,ENSG00000068400,GRIPAP1
940,ENSG00000068438,FTSJ1
941,ENSG00000068489,PRR11
942,ENSG00000068615,REEP1
943,ENSG00000068650,ATP11A
944,ENSG00000068654,POLR1A
945,ENSG00000068697,LAPTM4A
946,ENSG00000068724,TTC7A
947,ENSG00000068745,IP6K2
948,ENSG00000068784,SRBD1
949,ENSG00000068793,CYFIP1
950,ENSG00000068796,KIF2A
951,ENSG00000068831,RASGRP2
952,ENSG00000068878,PSME4
953,ENSG00000068885,IFT80
954,ENSG00000068903,SIRT2
955,ENSG00000068912,ERLEC1
956,ENSG00000068971,PPP2R5B
957,ENSG00000068976,PYGM
958,ENSG00000069011,PITX1
959,ENSG00000069020,MAST4
960,ENSG00000069122,GPR116
961,ENSG00000069188,SDK2
962,ENSG00000069248,NUP133
963,ENSG00000069275,NUCKS1
964,ENSG00000069329,VPS35
965,ENSG00000069345,DNAJA2
966,ENSG00000069399,BCL3
967,ENSG00000069424,KCNAB2
968,ENSG00000069482,GAL
969,ENSG00000069493,CLEC2D
970,ENSG00000069509,FUNDC1
971,ENSG00000069535,MAOB
972,ENSG00000069667,RORA
973,ENSG00000069696,DRD4
974,ENSG00000069702,TGFBR3
975,ENSG00000069712,KIAA1107
976,ENSG00000069812,HES2
977,ENSG00000069849,ATP1B3
978,ENSG00000069869,NEDD4
979,ENSG00000069943,PIGB
980,ENSG00000069956,MAPK6
981,ENSG00000069966,GNB5
982,ENSG00000069974,RAB27A
983,ENSG00000069998,CECR5
984,ENSG00000070010,UFD1L
985,ENSG00000070018,LRP6
986,ENSG00000070031,SCT
987,ENSG00000070047,PHRF1
988,ENSG00000070061,IKBKAP
989,ENSG00000070081,NUCB2
990,ENSG00000070087,PFN2
991,ENSG00000070159,PTPN3
992,ENSG00000070182,SPTB
993,ENSG00000070190,DAPP1
994,ENSG00000070193,FGF10
995,ENSG00000070214,SLC44A1
996,ENSG00000070269,TMEM260
997,ENSG00000070366,SMG6
998,ENSG00000070367,EXOC5
999,ENSG00000070371,CLTCL1
1000,ENSG00000070404,FSTL3
1001,ENSG00000070413,DGCR2
1002,ENSG00000070423,RNF126
1003,ENSG00000070444,MNT
1004,ENSG00000070476,ZXDC
1005,ENSG00000070495,JMJD6
1006,ENSG00000070501,POLB
1007,ENSG00000070526,ST6GALNAC1
1008,ENSG00000070540,WIPI1
1009,ENSG00000070610,GBA2
1010,ENSG00000070614,NDST1
1011,ENSG00000070669,ASNS
1012,ENSG00000070718,AP3M2
1013,ENSG00000070731,ST6GALNAC2
1014,ENSG00000070756,PABPC1
1015,ENSG00000070759,TESK2
1016,ENSG00000070761,C16orf80
1017,ENSG00000070770,CSNK2A2
1018,ENSG00000070778,PTPN21
1019,ENSG00000070785,EIF2B3
1020,ENSG00000070808,CAMK2A
1021,ENSG00000070814,TCOF1
1022,ENSG00000070831,CDC42
1023,ENSG00000070882,OSBPL3
1024,ENSG00000070915,SLC12A3
1025,ENSG00000070950,RAD18
1026,ENSG00000070961,ATP2B1
1027,ENSG00000070985,TRPM5
1028,ENSG00000071051,NCK2
1029,ENSG00000071054,MAP4K4
1030,ENSG00000071073,MGAT4A
1031,ENSG00000071082,RPL31
1032,ENSG00000071127,WDR1
1033,ENSG00000071189,SNX13
1034,ENSG00000071205,ARHGAP10
1035,ENSG00000071242,RPS6KA2
1036,ENSG00000071243,ING3
1037,ENSG00000071246,VASH1
1038,ENSG00000071282,LMCD1
1039,ENSG00000071462,WBSCR22
1040,ENSG00000071537,SEL1L
1041,ENSG00000071539,TRIP13
1042,ENSG00000071553,ATP6AP1
1043,ENSG00000071564,TCF3
1044,ENSG00000071575,TRIB2
1045,ENSG00000071626,DAZAP1
1046,ENSG00000071655,MBD3
1047,ENSG00000071794,HLTF
1048,ENSG00000071859,FAM50A
1049,ENSG00000071889,FAM3A
1050,ENSG00000071894,CPSF1
1051,ENSG00000071909,MYO3B
1052,ENSG00000071967,CYBRD1
1053,ENSG00000071994,PDCD2
1054,ENSG00000072042,RDH11
1055,ENSG00000072062,PRKACA
1056,ENSG00000072071,LPHN1
1057,ENSG00000072110,ACTN1
1058,ENSG00000072121,ZFYVE26
1059,ENSG00000072133,RPS6KA6
1060,ENSG00000072134,EPN2
1061,ENSG00000072135,PTPN18
1062,ENSG00000072163,LIMS2
1063,ENSG00000072182,ASIC4
1064,ENSG00000072195,SPEG
1065,ENSG00000072201,LNX1
1066,ENSG00000072210,ALDH3A2
1067,ENSG00000072274,TFRC
1068,ENSG00000072310,SREBF1
1069,ENSG00000072364,AFF4
1070,ENSG00000072401,UBE2D1
1071,ENSG00000072415,MPP5
1072,ENSG00000072422,RHOBTB1
1073,ENSG00000072501,SMC1A
1074,ENSG00000072506,HSD17B10
1075,ENSG00000072518,MARK2
1076,ENSG00000072571,HMMR
1077,ENSG00000072609,CHFR
1078,ENSG00000072657,TRHDE
1079,ENSG00000072682,P4HA2
1080,ENSG00000072694,FCGR2B
1081,ENSG00000072736,NFATC3
1082,ENSG00000072756,TRNT1
1083,ENSG00000072778,ACADVL
1084,ENSG00000072786,STK10
1085,ENSG00000072803,FBXW11
1086,ENSG00000072818,ACAP1
1087,ENSG00000072840,EVC
1088,ENSG00000072849,DERL2
1089,ENSG00000072858,SIDT1
1090,ENSG00000072864,NDE1
1091,ENSG00000072952,MRVI1
1092,ENSG00000072954,TMEM38A
1093,ENSG00000072958,AP1M1
1094,ENSG00000073008,PVR
1095,ENSG00000073009,IKBKG
1096,ENSG00000073050,XRCC1
1097,ENSG00000073060,SCARB1
1098,ENSG00000073111,MCM2
1099,ENSG00000073146,MOV10L1
1100,ENSG00000073150,PANX2
1101,ENSG00000073169,SELO
1102,ENSG00000073282,TP63
1103,ENSG00000073331,ALPK1
1104,ENSG00000073350,LLGL2
1105,ENSG00000073417,PDE8A
1106,ENSG00000073464,CLCN4
1107,ENSG00000073536,NLE1
1108,ENSG00000073578,SDHA
1109,ENSG00000073584,SMARCE1
1110,ENSG00000073605,GSDMB
1111,ENSG00000073614,KDM5A
1112,ENSG00000073670,ADAM11
1113,ENSG00000073711,PPP2R3A
1114,ENSG00000073712,FERMT2
1115,ENSG00000073734,ABCB11
1116,ENSG00000073737,DHRS9
1117,ENSG00000073754,CD5L
1118,ENSG00000073756,PTGS2
1119,ENSG00000073792,IGF2BP2
1120,ENSG00000073803,MAP3K13
1121,ENSG00000073849,ST6GAL1
1122,ENSG00000073861,TBX21
1123,ENSG00000073905,VDAC1P1
1124,ENSG00000073910,FRY
1125,ENSG00000073921,PICALM
1126,ENSG00000073969,NSF
1127,ENSG00000074047,GLI2
1128,ENSG00000074054,CLASP1
1129,ENSG00000074071,MRPS34
1130,ENSG00000074181,NOTCH3
1131,ENSG00000074201,CLNS1A
1132,ENSG00000074211,PPP2R2C
1133,ENSG00000074219,TEAD2
1134,ENSG00000074266,EED
1135,ENSG00000074276,CDHR2
1136,ENSG00000074319,TSG101
1137,ENSG00000074356,C17orf85
1138,ENSG00000074370,ATP2A3
1139,ENSG00000074410,CA12
1140,ENSG00000074416,MGLL
1141,ENSG00000074527,NTN4
1142,ENSG00000074582,BCS1L
1143,ENSG00000074590,NUAK1
1144,ENSG00000074603,DPP8
1145,ENSG00000074621,SLC24A1
1146,ENSG00000074657,ZNF532
1147,ENSG00000074660,SCARF1
1148,ENSG00000074695,LMAN1
1149,ENSG00000074696,PTPLAD1
1150,ENSG00000074706,IPCEF1
1151,ENSG00000074755,ZZEF1
1152,ENSG00000074800,ENO1
1153,ENSG00000074842,C19orf10
1154,ENSG00000074855,ANO8
1155,ENSG00000074935,TUBE1
1156,ENSG00000074964,ARHGEF10L
1157,ENSG00000074966,TXK
1158,ENSG00000075043,KCNQ2
1159,ENSG00000075073,TACR2
1160,ENSG00000075089,ACTR6
1161,ENSG00000075131,TIPIN
1162,ENSG00000075142,SRI
1163,ENSG00000075151,EIF4G3
1164,ENSG00000075188,NUP37
1165,ENSG00000075213,SEMA3A
1166,ENSG00000075218,GTSE1
1167,ENSG00000075223,SEMA3C
1168,ENSG00000075234,TTC38
1169,ENSG00000075239,ACAT1
1170,ENSG00000075240,GRAMD4
1171,ENSG00000075275,CELSR1
1172,ENSG00000075292,ZNF638
1173,ENSG00000075303,SLC25A40
1174,ENSG00000075336,TIMM21
1175,ENSG00000075340,ADD2
1176,ENSG00000075391,RASAL2
1177,ENSG00000075399,VPS9D1
1178,ENSG00000075407,ZNF37A
1179,ENSG00000075413,MARK3
1180,ENSG00000075415,SLC25A3
1181,ENSG00000075420,FNDC3B
1182,ENSG00000075426,FOSL2
1183,ENSG00000075461,CACNG4
1184,ENSG00000075539,FRYL
1185,ENSG00000075568,TMEM131
1186,ENSG00000075618,FSCN1
1187,ENSG00000075624,ACTB
1188,ENSG00000075643,MOCOS
1189,ENSG00000075651,PLD1
1190,ENSG00000075702,WDR62
1191,ENSG00000075711,DLG1
1192,ENSG00000075785,RAB7A
1193,ENSG00000075790,BCAP29
1194,ENSG00000075826,SEC31B
1195,ENSG00000075856,SART3
1196,ENSG00000075884,ARHGAP15
1197,ENSG00000075914,EXOSC7
1198,ENSG00000075945,KIFAP3
1199,ENSG00000075975,MKRN2
1200,ENSG00000076003,MCM6
1201,ENSG00000076043,REXO2
1202,ENSG00000076053,RBM7
1203,ENSG00000076067,RBMS2
1204,ENSG00000076108,BAZ2A
1205,ENSG00000076201,PTPN23
1206,ENSG00000076242,MLH1
1207,ENSG00000076248,UNG
1208,ENSG00000076258,FMO4
1209,ENSG00000076321,KLHL20
1210,ENSG00000076344,RGS11
1211,ENSG00000076351,SLC46A1
1212,ENSG00000076356,PLXNA2
1213,ENSG00000076382,SPAG5
1214,ENSG00000076513,ANKRD13A
1215,ENSG00000076554,TPD52
1216,ENSG00000076555,ACACB
1217,ENSG00000076604,TRAF4
1218,ENSG00000076641,PAG1
1219,ENSG00000076650,GPATCH1
1220,ENSG00000076662,ICAM3
1221,ENSG00000076685,NT5C2
1222,ENSG00000076706,MCAM
1223,ENSG00000076716,GPC4
1224,ENSG00000076770,MBNL3
1225,ENSG00000076826,CAMSAP3
1226,ENSG00000076864,RAP1GAP
1227,ENSG00000076924,XAB2
1228,ENSG00000076928,ARHGEF1
1229,ENSG00000076944,STXBP2
1230,ENSG00000076984,MAP2K7
1231,ENSG00000077044,DGKD
1232,ENSG00000077063,CTTNBP2
1233,ENSG00000077092,RARB
1234,ENSG00000077097,TOP2B
1235,ENSG00000077147,TM9SF3
1236,ENSG00000077150,NFKB2
1237,ENSG00000077152,UBE2T
1238,ENSG00000077157,PPP1R12B
1239,ENSG00000077232,DNAJC10
1240,ENSG00000077235,GTF3C1
1241,ENSG00000077238,IL4R
1242,ENSG00000077254,USP33
1243,ENSG00000077264,PAK3
1244,ENSG00000077274,CAPN6
1245,ENSG00000077312,SNRPA
1246,ENSG00000077327,SPAG6
1247,ENSG00000077348,EXOSC5
1248,ENSG00000077380,DYNC1I2
1249,ENSG00000077420,APBB1IP
1250,ENSG00000077454,LRCH4
1251,ENSG00000077458,FAM76B
1252,ENSG00000077463,SIRT6
1253,ENSG00000077514,POLD3
1254,ENSG00000077549,CAPZB
1255,ENSG00000077585,GPR137B
1256,ENSG00000077616,NAALAD2
1257,ENSG00000077684,JADE1
1258,ENSG00000077713,SLC25A43
1259,ENSG00000077721,UBE2A
1260,ENSG00000077782,FGFR1
1261,ENSG00000077809,GTF2I
1262,ENSG00000077935,SMC1B
1263,ENSG00000077942,FBLN1
1264,ENSG00000077943,ITGA8
1265,ENSG00000077984,CST7
1266,ENSG00000078018,MAP2
1267,ENSG00000078043,PIAS2
1268,ENSG00000078053,AMPH
1269,ENSG00000078061,ARAF
1270,ENSG00000078070,MCCC1
1271,ENSG00000078081,LAMP3
1272,ENSG00000078114,NEBL
1273,ENSG00000078124,ACER3
1274,ENSG00000078140,UBE2K
1275,ENSG00000078142,PIK3C3
1276,ENSG00000078177,N4BP2
1277,ENSG00000078237,C12orf5
1278,ENSG00000078246,TULP3
1279,ENSG00000078269,SYNJ2
1280,ENSG00000078295,ADCY2
1281,ENSG00000078304,PPP2R5C
1282,ENSG00000078319,PMS2P1
1283,ENSG00000078369,GNB1
1284,ENSG00000078399,HOXA9
1285,ENSG00000078401,EDN1
1286,ENSG00000078403,MLLT10
1287,ENSG00000078487,ZCWPW1
1288,ENSG00000078589,P2RY10
1289,ENSG00000078596,ITM2A
1290,ENSG00000078618,NRD1
1291,ENSG00000078668,VDAC3
1292,ENSG00000078674,PCM1
1293,ENSG00000078687,TNRC6C
1294,ENSG00000078699,CBFA2T2
1295,ENSG00000078747,ITCH
1296,ENSG00000078804,TP53INP2
1297,ENSG00000078808,SDF4
1298,ENSG00000078814,MYH7B
1299,ENSG00000078900,TP73
1300,ENSG00000078902,TOLLIP
1301,ENSG00000078967,UBE2D4
1302,ENSG00000079134,THOC1
1303,ENSG00000079150,FKBP7
1304,ENSG00000079156,OSBPL6
1305,ENSG00000079215,SLC1A3
1306,ENSG00000079246,XRCC5
1307,ENSG00000079257,LXN
1308,ENSG00000079263,SP140
1309,ENSG00000079277,MKNK1
1310,ENSG00000079308,TNS1
1311,ENSG00000079313,REXO1
1312,ENSG00000079332,SAR1A
1313,ENSG00000079335,CDC14A
1314,ENSG00000079337,RAPGEF3
1315,ENSG00000079385,CEACAM1
1316,ENSG00000079387,SENP1
1317,ENSG00000079393,DUSP13
1318,ENSG00000079432,CIC
1319,ENSG00000079435,LIPE
1320,ENSG00000079459,FDFT1
1321,ENSG00000079462,PAFAH1B3
1322,ENSG00000079482,OPHN1
1323,ENSG00000079616,KIF22
1324,ENSG00000079691,LRRC16A
1325,ENSG00000079739,PGM1
1326,ENSG00000079785,DDX1
1327,ENSG00000079805,DNM2
1328,ENSG00000079819,EPB41L2
1329,ENSG00000079931,MOXD1
1330,ENSG00000079950,STX7
1331,ENSG00000079974,RABL2B
1332,ENSG00000079999,KEAP1
1333,ENSG00000080007,DDX43
1334,ENSG00000080031,PTPRH
1335,ENSG00000080166,DCT
1336,ENSG00000080189,SLC35C2
1337,ENSG00000080200,CRYBG3
1338,ENSG00000080298,RFX3
1339,ENSG00000080345,RIF1
1340,ENSG00000080371,RAB21
1341,ENSG00000080493,SLC4A4
1342,ENSG00000080503,SMARCA2
1343,ENSG00000080546,SESN1
1344,ENSG00000080561,MID2
1345,ENSG00000080573,COL5A3
1346,ENSG00000080603,SRCAP
1347,ENSG00000080608,KIAA0020
1348,ENSG00000080802,CNOT4
1349,ENSG00000080815,PSEN1
1350,ENSG00000080819,CPOX
1351,ENSG00000080822,CLDND1
1352,ENSG00000080823,MOK
1353,ENSG00000080824,HSP90AA1
1354,ENSG00000080839,RBL1
1355,ENSG00000080845,DLGAP4
1356,ENSG00000080854,IGSF9B
1357,ENSG00000080947,CROCCP3
1358,ENSG00000080986,NDC80
1359,ENSG00000081014,AP4E1
1360,ENSG00000081019,RSBN1
1361,ENSG00000081026,MAGI3
1362,ENSG00000081041,CXCL2
1363,ENSG00000081052,COL4A4
1364,ENSG00000081059,TCF7
1365,ENSG00000081087,OSTM1
1366,ENSG00000081148,IMPG2
1367,ENSG00000081154,PCNP
1368,ENSG00000081177,EXD2
1369,ENSG00000081181,ARG2
1370,ENSG00000081189,MEF2C
1371,ENSG00000081237,PTPRC
1372,ENSG00000081277,PKP1
1373,ENSG00000081307,UBA5
1374,ENSG00000081320,STK17B
1375,ENSG00000081377,CDC14B
1376,ENSG00000081386,ZNF510
1377,ENSG00000081479,LRP2
1378,ENSG00000081665,ZNF506
1379,ENSG00000081692,JMJD4
1380,ENSG00000081721,DUSP12
1381,ENSG00000081760,AACS
1382,ENSG00000081791,KIAA0141
1383,ENSG00000081853,PCDHGA2
1384,ENSG00000081870,HSPB11
1385,ENSG00000081913,PHLPP1
1386,ENSG00000081923,ATP8B1
1387,ENSG00000081985,IL12RB2
1388,ENSG00000082014,SMARCD3
1389,ENSG00000082068,WDR70
1390,ENSG00000082074,FYB
1391,ENSG00000082146,STRADB
1392,ENSG00000082153,BZW1
1393,ENSG00000082196,C1QTNF3
1394,ENSG00000082212,ME2
1395,ENSG00000082213,C5orf22
1396,ENSG00000082258,CCNT2
1397,ENSG00000082269,FAM135A
1398,ENSG00000082293,COL19A1
1399,ENSG00000082397,EPB41L3
1400,ENSG00000082438,COBLL1
1401,ENSG00000082458,DLG3
1402,ENSG00000082512,TRAF5
1403,ENSG00000082515,MRPL22
1404,ENSG00000082516,GEMIN5
1405,ENSG00000082641,NFE2L1
1406,ENSG00000082701,GSK3B
1407,ENSG00000082781,ITGB5
1408,ENSG00000082805,ERC1
1409,ENSG00000082898,XPO1
1410,ENSG00000082996,RNF13
1411,ENSG00000083093,PALB2
1412,ENSG00000083097,DOPEY1
1413,ENSG00000083099,LYRM2
1414,ENSG00000083123,BCKDHB
1415,ENSG00000083168,KAT6A
1416,ENSG00000083223,ZCCHC6
1417,ENSG00000083290,ULK2
1418,ENSG00000083312,TNPO1
1419,ENSG00000083444,PLOD1
1420,ENSG00000083454,P2RX5
1421,ENSG00000083457,ITGAE
1422,ENSG00000083520,DIS3
1423,ENSG00000083535,PIBF1
1424,ENSG00000083544,TDRD3
1425,ENSG00000083635,NUFIP1
1426,ENSG00000083642,PDS5B
1427,ENSG00000083720,OXCT1
1428,ENSG00000083750,RRAGB
1429,ENSG00000083799,CYLD
1430,ENSG00000083807,SLC27A5
1431,ENSG00000083812,ZNF324
1432,ENSG00000083814,ZNF671
1433,ENSG00000083817,ZNF416
1434,ENSG00000083828,ZNF586
1435,ENSG00000083838,ZNF446
1436,ENSG00000083844,ZNF264
1437,ENSG00000083845,RPS5
1438,ENSG00000083857,FAT1
1439,ENSG00000083896,YTHDC1
1440,ENSG00000083937,CHMP2B
1441,ENSG00000084070,SMAP2
1442,ENSG00000084072,PPIE
1443,ENSG00000084073,ZMPSTE24
1444,ENSG00000084090,STARD7
1445,ENSG00000084092,NOA1
1446,ENSG00000084093,REST
1447,ENSG00000084110,HAL
1448,ENSG00000084112,SSH1
1449,ENSG00000084207,GSTP1
1450,ENSG00000084234,APLP2
1451,ENSG00000084444,KIAA1467
1452,ENSG00000084463,WBP11
1453,ENSG00000084623,EIF3I
1454,ENSG00000084636,COL16A1
1455,ENSG00000084652,TXLNA
1456,ENSG00000084676,NCOA1
1457,ENSG00000084693,AGBL5
1458,ENSG00000084710,EFR3B
1459,ENSG00000084731,KIF3C
1460,ENSG00000084733,RAB10
1461,ENSG00000084754,HADHA
1462,ENSG00000084764,MAPRE3
1463,ENSG00000084774,CAD
1464,ENSG00000085063,CD59
1465,ENSG00000085117,CD82
1466,ENSG00000085185,BCORL1
1467,ENSG00000085224,ATRX
1468,ENSG00000085231,TAF9
1469,ENSG00000085265,FCN1
1470,ENSG00000085274,MYNN
1471,ENSG00000085276,MECOM
1472,ENSG00000085365,SCAMP1
1473,ENSG00000085377,PREP
1474,ENSG00000085382,HACE1
1475,ENSG00000085415,SEH1L
1476,ENSG00000085433,WDR47
1477,ENSG00000085449,WDFY1
1478,ENSG00000085465,OVGP1
1479,ENSG00000085491,SLC25A24
1480,ENSG00000085511,MAP3K4
1481,ENSG00000085514,PILRA
1482,ENSG00000085552,IGSF9
1483,ENSG00000085563,ABCB1
1484,ENSG00000085644,ZNF213
1485,ENSG00000085662,AKR1B1
1486,ENSG00000085719,CPNE3
1487,ENSG00000085721,RRN3
1488,ENSG00000085733,CTTN
1489,ENSG00000085741,WNT11
1490,ENSG00000085760,MTIF2
1491,ENSG00000085788,DDHD2
1492,ENSG00000085831,TTC39A
1493,ENSG00000085832,EPS15
1494,ENSG00000085840,ORC1
1495,ENSG00000085871,MGST2
1496,ENSG00000085872,CHERP
1497,ENSG00000085978,ATG16L1
1498,ENSG00000085982,USP40
1499,ENSG00000085998,POMGNT1
1500,ENSG00000085999,RAD54L
1501,ENSG00000086015,MAST2
1502,ENSG00000086061,DNAJA1
1503,ENSG00000086062,B4GALT1
1504,ENSG00000086065,CHMP5
1505,ENSG00000086102,NFX1
1506,ENSG00000086189,DIMT1
1507,ENSG00000086200,IPO11
1508,ENSG00000086205,FOLH1
1509,ENSG00000086232,EIF2AK1
1510,ENSG00000086288,NME8
1511,ENSG00000086289,EPDR1
1512,ENSG00000086300,SNX10
1513,ENSG00000086475,SEPHS1
1514,ENSG00000086504,MRPL28
1515,ENSG00000086506,HBQ1
1516,ENSG00000086544,ITPKC
1517,ENSG00000086548,CEACAM6
1518,ENSG00000086589,RBM22
1519,ENSG00000086598,TMED2
1520,ENSG00000086619,ERO1LB
1521,ENSG00000086666,ZFAND6
1522,ENSG00000086712,TXLNG
1523,ENSG00000086717,PPEF1
1524,ENSG00000086730,LAT2
1525,ENSG00000086758,HUWE1
1526,ENSG00000086827,ZW10
1527,ENSG00000086848,ALG9
1528,ENSG00000086967,MYBPC2
1529,ENSG00000087008,ACOX3
1530,ENSG00000087053,MTMR2
1531,ENSG00000087074,PPP1R15A
1532,ENSG00000087076,HSD17B14
1533,ENSG00000087077,TRIP6
1534,ENSG00000087085,ACHE
1535,ENSG00000087086,FTL
1536,ENSG00000087087,SRRT
1537,ENSG00000087088,BAX
1538,ENSG00000087095,NLK
1539,ENSG00000087111,PIGS
1540,ENSG00000087116,ADAMTS2
1541,ENSG00000087152,ATXN7L3
1542,ENSG00000087157,PGS1
1543,ENSG00000087191,PSMC5
1544,ENSG00000087206,UIMC1
1545,ENSG00000087237,CETP
1546,ENSG00000087245,MMP2
1547,ENSG00000087253,LPCAT2
1548,ENSG00000087258,GNAO1
1549,ENSG00000087263,OGFOD1
1550,ENSG00000087266,SH3BP2
1551,ENSG00000087269,NOP14
1552,ENSG00000087274,ADD1
1553,ENSG00000087299,L2HGDH
1554,ENSG00000087301,TXNDC16
1555,ENSG00000087302,C14orf166
1556,ENSG00000087303,NID2
1557,ENSG00000087338,GMCL1
1558,ENSG00000087365,SF3B2
1559,ENSG00000087448,KLHL42
1560,ENSG00000087460,GNAS
1561,ENSG00000087470,DNM1L
1562,ENSG00000087494,PTHLH
1563,ENSG00000087495,PHACTR3
1564,ENSG00000087502,ERGIC2
1565,ENSG00000087586,AURKA
1566,ENSG00000087589,CASS4
1567,ENSG00000087842,PIR
1568,ENSG00000087884,AAMDC
1569,ENSG00000087903,RFX2
1570,ENSG00000087995,METTL2A
1571,ENSG00000088035,ALG6
1572,ENSG00000088038,CNOT3
1573,ENSG00000088053,GP6
1574,ENSG00000088179,PTPN4
1575,ENSG00000088205,DDX18
1576,ENSG00000088247,KHSRP
1577,ENSG00000088256,GNA11
1578,ENSG00000088280,ASAP3
1579,ENSG00000088298,EDEM2
1580,ENSG00000088305,DNMT3B
1581,ENSG00000088325,TPX2
1582,ENSG00000088340,FER1L4
1583,ENSG00000088356,PDRG1
1584,ENSG00000088367,EPB41L1
1585,ENSG00000088387,DOCK9
1586,ENSG00000088448,ANKRD10
1587,ENSG00000088451,TGDS
1588,ENSG00000088538,DOCK3
1589,ENSG00000088543,C3orf18
1590,ENSG00000088682,COQ9
1591,ENSG00000088726,TMEM40
1592,ENSG00000088727,KIF9
1593,ENSG00000088766,CRLS1
1594,ENSG00000088808,PPP1R13B
1595,ENSG00000088812,ATRN
1596,ENSG00000088826,SMOX
1597,ENSG00000088827,SIGLEC1
1598,ENSG00000088832,FKBP1A
1599,ENSG00000088833,NSFL1C
1600,ENSG00000088836,SLC4A11
1601,ENSG00000088854,C20orf194
1602,ENSG00000088876,ZNF343
1603,ENSG00000088881,EBF4
1604,ENSG00000088882,CPXM1
1605,ENSG00000088888,MAVS
1606,ENSG00000088899,LZTS3
1607,ENSG00000088930,XRN2
1608,ENSG00000088970,PLK1S1
1609,ENSG00000088986,DYNLL1
1610,ENSG00000088992,TESC
1611,ENSG00000089006,SNX5
1612,ENSG00000089009,RPL6
1613,ENSG00000089012,SIRPG
1614,ENSG00000089022,MAPKAPK5
1615,ENSG00000089041,P2RX7
